partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,Interaction_type,Pathway_classification,Pathway_classification_specific,Pathway_classification_alternative,Reactome_classification
P58401,Q14118,NRXN2,DAG1,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
Q9HDB5,Q14118,NRXN3,DAG1,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
Dopamine_byDDC_and_SLC18A1,P21728,,DRD1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC18A2,P21728,,DRD1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC6A3,P21728,,DRD1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC18A1,P14416,,DRD2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC18A2,P14416,,DRD2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC6A3,P14416,,DRD2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC18A1,P35462,,DRD3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC18A2,P35462,,DRD3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC6A3,P35462,,DRD3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC18A1,P21917,,DRD4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC18A2,P21917,,DRD4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC6A3,P21917,,DRD4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC18A1,P21918,,DRD5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC18A2,P21918,,DRD5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
Dopamine_byDDC_and_SLC6A3,P21918,,DRD5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Dopaminergic,G-protein coupled receptor,,
P05305,P25101,EDN1,EDNRA,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Endothelin,G-protein coupled receptor,,
P20800,P25101,EDN2,EDNRA,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Endothelin,G-protein coupled receptor,,
P14138,P25101,EDN3,EDNRA,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Endothelin,G-protein coupled receptor,,
P05305,P24530,EDN1,EDNRB,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Endothelin,G-protein coupled receptor,,
P20800,P24530,EDN2,EDNRB,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Endothelin,G-protein coupled receptor,,
P14138,P24530,EDN3,EDNRB,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Endothelin,G-protein coupled receptor,,
Q96LR4,P21462,TAFA4,FPR1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,N-formyl-methionyl-peptide receptor,G-protein coupled receptor,,
P04083,P21462,ANXA1,FPR1,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,N-formyl-methionyl-peptide receptor,G-protein coupled receptor,,
P08311,P21462,CTSG,FPR1,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,N-formyl-methionyl-peptide receptor,G-protein coupled receptor,,
LipoxinA4_byALOX12,P25090,,FPR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,N-formyl-methionyl-peptide receptor,G-protein coupled receptor,,
LipoxinA4_byALOX5,P25090,,FPR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,N-formyl-methionyl-peptide receptor,G-protein coupled receptor,,
P04083,P25090,ANXA1,FPR2,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,N-formyl-methionyl-peptide receptor,G-protein coupled receptor,,
Q8IVG9,P25090,MT-RNR2,FPR2,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,N-formyl-methionyl-peptide receptor,G-protein coupled receptor,,
P04083,P25089,ANXA1,FPR3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,N-formyl-methionyl-peptide receptor,G-protein coupled receptor,,
Q9NRV9,P25089,HEBP1,FPR3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,N-formyl-methionyl-peptide receptor,G-protein coupled receptor,,
Q8IVG9,P25089,MT-RNR2,FPR3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,N-formyl-methionyl-peptide receptor,G-protein coupled receptor,,
P01225,P23945,FSHB,FSHR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Follicle stimualting hormone receptor,G-protein coupled receptor,,
GABA_byGAD1_and_SLC32A1,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A1,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A11,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A12,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A13,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A6,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A8,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC32A1,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A1,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A11,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A12,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A13,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A6,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A8,Q9UBS5,,GABBR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC32A1,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A1,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A11,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A12,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A13,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A6,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD1_and_SLC6A8,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC32A1,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A1,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A11,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A12,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A13,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A6,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
GABA_byGAD2_and_SLC6A8,O75899,,GABBR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,G-protein coupled receptor,,
P22466,P47211,GAL,GALR1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Galanin,G-protein coupled receptor,,
Q9UBC7,P47211,GALP,GALR1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Galanin,G-protein coupled receptor,,
P22466,O43603,GAL,GALR2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Galanin,G-protein coupled receptor,,
Q9UBC7,O43603,GALP,GALR2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Galanin,G-protein coupled receptor,,
P22466,O60755,GAL,GALR3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Galanin,G-protein coupled receptor,,
Q9UBC7,O60755,GALP,GALR3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Galanin,G-protein coupled receptor,,
P01275,P47871,GCG,GCGR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Glucagon,G-protein coupled receptor,,
P01286,Q02643,GHRH,GHRHR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Growth hormone related hormone,G-protein coupled receptor,,
Q9UBU3,Q92847,GHRL,GHSR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Growth hormone stimulating hormone,G-protein coupled receptor,,
P01210,Q92847,PENK,GHSR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Growth hormone stimulating hormone,G-protein coupled receptor,,
P09681,P48546,GIP,GIPR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Gastric inhibitory polypeptide,G-protein coupled receptor,,
P01275,P43220,GCG,GLP1R,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Glucagon-like peptide 1,G-protein coupled receptor,,
P01275,O95838,GCG,GLP2R,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Glucagon-like peptide 2,G-protein coupled receptor,,
P01148,P30968,GNRH1,GNRHR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Gonadotrophin releasing hormone,G-protein coupled receptor,,
O43555,P30968,GNRH2,GNRHR,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Gonadotrophin releasing hormone,G-protein coupled receptor,,
P01148,Q96P88,GNRH1,GNRHR2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Gonadotrophin releasing hormone,G-protein coupled receptor,,
Q9UBU3,O43194,GHRL,GPR39,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,G-protein coupled receptor 39,G-protein coupled receptor,,
Glutamate_byGLS_and_SLC17A6,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A7,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A8,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A1,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A2,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A3,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A6,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A7,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A6,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A7,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A8,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A1,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A2,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A3,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A6,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A7,P42261,,GRIA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A6,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A7,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A8,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A1,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A2,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A3,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A6,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A7,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A6,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A7,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A8,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A1,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A2,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A3,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A6,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A7,P42262,,GRIA2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A6,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A7,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A8,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A1,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A2,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A3,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A6,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A7,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A6,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A7,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A8,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A1,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A2,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A3,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A6,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A7,P42263,,GRIA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A6,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A7,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A8,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A1,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A2,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A3,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A6,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A7,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A6,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A7,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A8,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A1,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A2,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A3,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A6,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC1A7,P48058,,GRIA4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
NRXN1_CBLN1_complex,GRID2,,GRID2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,ionotropic,,
Glutamate_byGLS_and_SLC17A6,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A7,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC17A8,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A1,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A2,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A3,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A6,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS_and_SLC1A7,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A6,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
Glutamate_byGLS2_and_SLC17A7,P39086,,GRIK1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glutamate,ionotropic,,
